title,author(s),average_rating,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,genres
what would you do? (american girl library),patti kelley criswell/norm bendell,4.26,9781584858744,en-US,63,77,5,7/1/2004,American Girl Publishing Inc,[]
the halloween activity book: creepy  crawly  hairy  scary things to do,mymi doinet/benjamin chaud,2.0,9780811832793,eng,32,1,1,8/1/2002,Chronicle Books,['halloween']
the capricorn stone,madeleine brent,3.91,9780449201497,eng,346,574,33,5/12/1983,Fawcett,"['fiction', 'gothic', 'romance']"
golden urchin,madeleine brent,4.09,9780449213896,en-GB,384,66,10,11/12/1987,Fawcett,[]
the ethics of ambiguity,simone de beauvoir/bernard frechtman,4.15,9780806501604,eng,162,4114,153,6/1/2000,Citadel,[]
she came to stay,simone de beauvoir,3.91,9780006540809,en-GB,416,2040,88,10/9/1995,Flamingo,['fiction']
the coming of age,simone de beauvoir/patrick o'brian,3.88,9780393314434,en-GB,592,227,14,6/17/1996,W. W. Norton  Company,['history']
a transatlantic love affair: letters to nelson algren,simone de beauvoir/nelson algren/sylvie le bon de beauvoir/vanessa kling/ellen gordon reeves,4.01,9781565845602,eng,560,235,16,9/1/1999,The New Press,[]
la force de l'âge,simone de beauvoir,4.15,9782070377824,fre,786,192,17,11/14/1986,Folio,['biography']
what life was like when rome ruled the world: the roman empire  100 bc - ad 200 (what life was like),time-life books,3.85,9780783554525,eng,192,91,9,5/24/1999,Time Life Medical,[]
sudden fiction international: 60 short-short stories,robert shapard/james thomas,3.76,9780393306132,en-US,352,306,29,10/17/1989,W. W. Norton  Company,['short stories']
sudden fiction: american short-short stories,robert shapard/james thomas,3.84,9780879052652,eng,264,476,48,12/31/1983,Gibbs Smith,"['fiction', 'short stories', 'united states']"
sarah bernhardt,elizabeth silverthorne/betty mccollum,4.25,9780791074589,eng,136,4,0,1/1/2004,Chelsea House Publishers,['biography']
the art of controversy (the essays of arthur schopenhauer),thomas bailey saunders,3.85,9781419161308,eng,76,17,3,6/17/2004,Kessinger Publishing,"['logic', 'nonfiction', 'philosophy']"
the wisdom of life,arthur schopenhauer/thomas bailey saunders,4.14,9780486435503,eng,96,1487,77,3/8/2004,Dover Publications,"['history', 'philosophy']"
for all time (time travelers  #4),caroline b. cooney,3.9,9780440229315,eng,261,1618,65,7/8/2003,Laurel Leaf Library,"['fiction', 'time travel']"
wanted!,caroline b. cooney,3.69,9780590988490,en-US,230,1969,193,7/1/1997,Scholastic Paperbacks,['fiction']
the time travelers: volume one,caroline b. cooney,3.94,9780553494808,en-US,420,302,29,1/10/2006,Laurel Leaf,"['time travel', 'fiction']"
the stranger,caroline b. cooney,3.53,9780590456807,eng,198,55,11,11/1/1993,Scholastic,['fiction']
every night italian: every night italian,giuliano hazan/marcella hazan/dana gallagher,3.79,9780684800288,eng,256,70,2,1/12/2000,Scribner,[]
more classic italian cooking,marcella hazan,4.48,9780345314031,eng,465,64,3,7/12/1984,Ballantine Books,[]
practice makes perfect: italian verb tenses,paola nanni-tate,4.0,9780071451383,eng,252,9,1,11/23/2005,McGraw-Hill Companies,[]
effigies (faye longchamp  #3),mary anna evans,4.03,9781590583425,eng,301,460,47,1/15/2007,Poisoned Pen Press,['fiction']
the cambridge companion to schopenhauer,christopher janaway,3.83,9780521629249,eng,494,23,3,1/20/2000,Cambridge University Press,['philosophy']
stormie: a story of forgiveness and healing,stormie omartian,4.4,9781565078321,eng,192,430,44,9/1/1997,Harvest House Publishers,['biography']
the orion mystery: unlocking the secrets of the pyramids,robert bauval/adrian geoffrey gilbert,3.94,9780517884546,eng,352,1123,36,8/22/1995,Three Rivers Press,['archaeology']
orion (orion  #1),ben bova,3.72,9780812532470,eng,432,1386,54,12/15/1992,Tor Science Fiction,['fiction']
lake orion (images of america: michigan),james e. ingram/lori grove,4.5,9780738539560,eng,128,1,0,7/19/2006,Arcadia Publishing,['history']
rick steves' europe through the back door,rick steves,4.24,9781566918084,eng,808,3569,70,9/12/2017,Avalon Travel,[]
a dangerous man (hank thompson  #3),charlie huston,4.07,9780345481337,eng,286,2735,162,9/19/2006,Ballantine Books,"['fiction', 'suspense', 'thriller']"
already dead (joe pitt  #1),charlie huston,3.79,9780345478245,en-US,268,8447,631,12/27/2005,Del Rey,"['fiction', 'mystery', 'thriller']"
caught stealing (hank thompson  #1),charlie huston,4.04,9780345464781,eng,240,4797,431,5/31/2005,Ballantine Books,"['fiction', 'suspense', 'thriller']"
ultimate annuals  volume 2,charlie huston/mike carey/brian michael bendis/robert kirkman/mike deodato/ryan sook/stuart immonen/frazier irving,3.21,9780785123712,eng,160,105,8,2/7/2007,Marvel,[]
dead i well may be (dead trilogy #1),adrian mckinty,3.97,9780743470568,eng,384,2594,243,8/31/2004,Pocket Books,['fiction']
the dead yard (michael forsythe #2),adrian mckinty,4.12,9780743499484,eng,364,1506,101,12/26/2006,Pocket Books,"['terrorism', 'fiction']"
the lighthouse land (lighthouse trilogy #1),adrian mckinty,3.6,9780810954809,eng,387,861,114,10/1/2006,Harry N. Abrams,"['magic', 'time travel', 'fiction']"
spider mountain (cam richter  #2),p.t. deutermann,3.92,9780312333799,eng,309,461,41,12/26/2006,St. Martin's Press,[]
the edge of honor,p.t. deutermann,3.97,9780312953966,eng,626,168,16,5/15/1995,St. Martin's Paperbacks,['fiction']
the firefly,p.t. deutermann,3.77,9780312994815,eng,528,317,31,11/30/2004,St. Martin's Paperbacks,[]
diary of a spider,doreen cronin/harry bliss,4.25,9780060001537,en-US,40,8134,292,7/26/2005,HarperCollins,['fiction']
the snow spider (snow spider trilogy  #1),jenny nimmo,3.7,9780439896757,en-US,146,2762,228,9/1/2006,Orchard Books (NY),"['magic', 'fiction', 'fantasy']"
ultimate spider-man  volume 16: deadpool,brian michael bendis/mark bagley,3.7,9780785119272,eng,184,1474,58,9/13/2006,Marvel,"['graphic novels', 'fiction', 'fantasy']"
ultimate spider-man  volume 7,brian michael bendis/mark bagley,4.1,9780785121480,eng,344,272,9,10/4/2006,Marvel,[]
fables: 1001 nights of snowfall,bill willingham/esao andrews/john bolton/mark buckingham/james jean/derek kirk kim/tara  mcpherson/jill thompson/mark wheatley/michael wm. kaluta/charles vess/brian bolland,4.14,9781401203672,eng,140,13759,538,10/18/2006,Vertigo,"['fiction', 'fairy tales']"
cold fire / hideaway / the key to midnight,dean koontz/leigh nichols,4.18,9780399146268,eng,784,19670,13,8/28/2000,Putnam Adult,[]
fables  vol. 8: wolves,bill willingham/mark buckingham/steve leialoha/shawn mcmanus/andrew pepoy,4.27,9781401210014,eng,160,18799,568,12/20/2006,Vertigo,['graphic novels']
fables  vol. 4: march of the wooden soldiers,bill willingham/mark buckingham/craig hamilton/steve leialoha/p. craig russell,4.29,9781401202224,eng,231,26055,785,11/30/2004,Vertigo,[]
fables  vol. 1: legends in exile,bill willingham/terry moore/mike allred/lan medina/mark buckingham/matthew sturges/steve leialoha/craig hamilton/russ braun/james jean/tony akins/eric shanower/shawn mcmanus/jae lee/chrissie zullo/david petersen,3.97,9781563899423,eng,128,119292,2866,12/31/2002,Vertigo,"['fiction', 'fairy tales']"
fables  vol. 7: arabian nights (and days),bill willingham/mark buckingham/steve leialoha/jim fern/jimmy palmiotti/andrew pepoy,4.09,9781401210007,eng,143,15575,547,7/5/2006,Vertigo,['animals']
fables  vol. 6: homelands,bill willingham/david hahn/mark buckingham/lan medina/steve leialoha,4.28,9781401205003,eng,190,21472,637,1/27/2006,Vertigo,[]
fables  vol. 3: storybook love,bill willingham/bryan talbot/lan medina/mark buckingham/linda medley/steve leialoha/james jean,4.13,9781401202569,eng,190,32814,906,5/1/2004,Vertigo,"['fiction', 'fairy tales']"
fables  vol. 5: the mean seasons,bill willingham/mark buckingham/steve leialoha/tony akins/jimmy palmiotti,4.19,9781401204860,eng,166,20703,611,4/30/2005,Vertigo,"['fiction', 'fairy tales']"
the choice: a fable of free trade and protectionism,russell roberts/russ roberts,3.75,9780131433540,eng,132,350,31,9/1/2006,Pearson,[]
brewer's dictionary of phrase and fable,john ayto,4.38,9780061121203,en-US,1326,40,4,8/15/2006,Collins Reference,[]
jack of fables  vol. 1: the (nearly) great escape,bill willingham/matthew sturges/tony akins/andrew pepoy,3.58,9781401212223,eng,128,4372,271,2/28/2007,Vertigo,[]
math fables,greg tang/heather cahoon,4.03,9780439454001,eng,40,0,0,1/1/1949,Scholastic Inc.,"['counting', 'picture books']"
the five dysfunctions of a team: a leadership fable,patrick lencioni,4.04,9780787960759,eng,227,65444,2866,4/11/2002,Jossey-Bass,['leadership']
aesop's fables,aesop/laura harris/laura gibbs,4.05,9780192840509,eng,306,97136,947,4/10/2003,Oxford University Press,[]
icebound,david axton/dean koontz/paul michael,3.76,9780739341414,eng,0,46,12,3/6/2007,Random House Audio,['fiction']
odd thomas (odd thomas #1),dean koontz/david baker,3.97,9780739301760,eng,11,106,32,12/9/2003,Random House Audio Publishing Group,['fiction']
seize the night (moonlight bay  #2),dean koontz/keith szarabajka,4.08,9780553479010,eng,12,23534,390,12/29/1998,Random House Audio Publishing Group,"['fiction', 'genetics', 'research']"
from the corner of his eye,dean koontz/stephen lang,4.03,9780553502695,en-US,0,29,3,12/26/2000,Random House Audio Publishing Group,['fiction']
the good guy,dean koontz/richard ferrrone,3.82,9780739332931,eng,9,115,24,5/29/2007,Random House Audio Publishing Group,"['fiction', 'suspense']"
pompeii,robert   harris/michael cumpsty,3.82,9780739341773,eng,0,7,1,9/5/2006,Random House Audio,['fiction']
3rd degree,james patterson/andrew gross/carolyn mccormick,4.02,9781586215989,eng,7,76,9,3/1/2004,Hachette Audio,"['fiction', 'terrorism', 'suspense']"
2nd chance (women's murder club #2),james patterson/melissa leo/jeremy piven/andrew gross,4.04,9781594831164,eng,5,28,4,2/27/2006,Little  Brown & Company,"['fiction', 'mystery']"
the big bad wolf,james patterson/peter j. fernandez/denis o'hare,3.99,9781586215804,eng,8,101,13,11/1/2003,Little  Brown & Company,"['fiction', 'police']"
pop goes the weasel,james patterson/roger rees/keith david,4.0,9781594836114,en-GB,460,49,5,11/13/2006,Little  Brown & Company,"['fiction', 'suspense', 'police']"
the winds of war (the henry family  #1),herman wouk,4.37,9780316952668,eng,896,47239,1251,2/5/2002,Back Bay Books,"['fiction', 'classic literature', 'historical fiction']"
hollywood station (hollywood station  #1),joseph wambaugh,3.73,9780316066143,en-US,340,2104,220,1/3/2007,Little Brown and Company,"['suspense', 'fiction', 'police']"
the choirboys,joseph wambaugh,4.06,9780752851310,eng,368,4227,126,4/18/2002,Orion,[]
fire lover: a true story,joseph wambaugh,3.72,9780060095277,eng,352,840,113,4/30/2002,William Morrow,[]
floaters,joseph wambaugh,3.52,9780553575958,eng,291,567,38,3/3/1997,Bantam,"['fiction', 'police']"
the new centurions,joseph wambaugh,3.94,9780440164173,eng,368,2180,66,3/1/1987,Dell,"['fiction', 'police', 'suspense']"
the black marble,joseph wambaugh,3.83,9780440613961,en-US,416,936,45,9/2/1998,Dell,"['fiction', 'police']"
the secrets of harry bright,joseph wambaugh,3.76,9780722189146,eng,307,605,26,5/7/1987,Sphere,"['fiction', 'police']"
lines and shadows,joseph wambaugh,3.8,9780553763256,en-US,416,680,43,11/1/1995,Bantam,['poetry']
hollywood tough (shane scully  #3),stephen j. cannell/paul michael/michael prichard,3.86,9781559278225,eng,10,825,49,1/7/2003,Macmillan Audio,"['police', 'fiction']"
cold hit (shane scully #5),stephen j. cannell/scott brick,3.85,9781593977733,eng,11,15,6,8/1/2005,Macmillan Audio,"['police', 'fiction']"
trunk music (harry bosch  #5; harry bosch universe  #6),michael connelly/dick hill,4.18,9781423323389,eng,13,126,26,11/28/2006,Brilliance Audio,[]
angels flight (harry bosch  #6),michael connelly/dick hill,4.18,9781597376853,eng,9,106,20,7/25/2005,Brilliance Audio,[]
the black echo (harry bosch  #1; harry bosch universe  #1),michael connelly/dick hill,4.1,9781423323259,eng,12,209,54,11/25/2006,Brilliance Audio,"['police', 'fiction']"
the closers (harry bosch  #11; harry bosch universe  #14),michael connelly/len cariou,4.13,9781594830204,eng,12,198,28,5/1/2005,Hachette Audio,['fiction']
echo park (harry bosch  #12; harry bosch universe  #16),michael connelly/len cariou,4.12,9781594835896,eng,11,174,35,10/9/2006,Little  Brown & Company,"['police', 'fiction', 'thriller']"
the poet (jack mcevoy  #1; harry bosch universe  #5),michael connelly/buck schirner,4.2,9781423323235,eng,15,115,33,6/25/2006,Brilliance Audio,[]
the concrete blonde (harry bosch  #3),michael connelly/dick hill,4.16,9781596009202,en-US,12,132,28,5/25/2005,Brilliance Audio,"['crime', 'fiction', 'police']"
the best american mystery stories 2003,michael connelly/otto penzler,3.6,9780618390724,eng,1,5,2,11/4/2003,Mariner Books,[]
hundred-dollar baby (spenser  #34),robert b. parker/joe mantegna,3.82,9780739318652,eng,0,57,11,10/24/2006,Random House Audio,['fiction']
the spenser collection: volume i (spenser  #27-28),robert b. parker/joe mantegna,4.26,9780739340196,en-US,0,77,3,5/30/2006,RH Audio,[]
school days (spenser  #33),robert b. parker/joe mantegna,3.87,9780739318614,en-US,0,24,3,9/27/2005,Random House Audio Publishing Group,[]
potshot (spenser  #28),robert b. parker/joe mantegna,3.89,9780553702460,eng,0,2,0,4/1/2003,RH Audio Price-less,[]
chance (spenser  #23),robert b. parker/burt reynolds,4.1,9780787107123,en-US,4,13,2,4/1/1996,Audio Literature,[]
the accidental time machine,joe haldeman,3.7,9780441014996,eng,278,6572,660,8/7/2007,Ace,"['fiction', 'science fiction', 'time travel']"
a separate war and other stories,joe haldeman/connie willis,3.68,9780441014071,en-US,270,342,35,8/1/2006,Ace Books,[]
the forever war (the forever war  #1),joe haldeman,4.15,9780060510862,eng,278,108783,4005,9/2/2003,Voyager,['fiction']
worlds enough and time (worlds #3),joe haldeman,3.7,9780688090258,eng,332,336,13,5/1/1992,William Morrow & Company,['fiction']
the coming,joe haldeman,3.09,9780441008766,eng,278,690,71,11/1/2001,Ace,['fiction']
forever peace (the forever war  #2),joe haldeman,3.74,9780441005666,eng,351,16338,422,10/1/1998,Ace Books,['fiction']
dealing in futures,joe haldeman,3.73,9780451452580,en-US,352,193,12,11/1/1993,Roc,[]
study war no more: a selection of alternatives,joe haldeman/william nabors/harry harrison/damon knight/harlan ellison/ben bova/poul anderson/isaac asimov/mack reynolds/alec effinger,3.56,9780380405190,eng,323,97,2,10/1/1978,Avon,['science fiction']
not of woman born,constance ash/nina kiriki hoffman/patricia a. mckillip/walter jon williams/debra doyle/james d. macdonald/kara dalkey/michael armstrong/richard parks/sage walker/susan palwick/william f. wu/jack mcdevitt/janni lee simner/robert silverberg,3.82,9780451456816,eng,288,60,11,3/1/1999,Roc,['science fiction']
worlds apart (worlds 2),joe haldeman,3.69,9780380716821,eng,227,485,8,6/28/1992,Avon Books (AvoNova),['fiction']
train_man  volume 3 (train_man),hidenori hara/hitori nakano,3.94,9781421508504,eng,200,102,15,2/13/2007,VIZ Media LLC,[]
the best american mystery stories 2004,nelson demille/otto penzler,3.55,9780618497423,eng,0,3,0,10/14/2004,Mariner Books,['anthologies']
mystic river,dennis lehane,4.18,9780060584757,eng,416,109447,2859,2/1/2001,William Morrow Paperbacks,"['mystery', 'fiction', 'police']"
coronado: stories,dennis lehane,3.38,9780061139673,eng,240,2907,261,8/8/2006,William Morrow,"['fiction', 'drama']"
prayers for rain (kenzie & gennaro  #5),dennis lehane,4.09,9780380730360,eng,375,16329,619,5/2/2000,HarperTorch,"['fiction', 'mystery']"
a drink before the war (kenzie & gennaro  #1),dennis lehane,3.95,9780156029025,eng,282,29089,1523,9/15/2003,Mariner Books,['fiction']
shutter island,dennis lehane,4.09,9780380731862,eng,369,134985,6300,4/27/2004,HarperTorch,"['fiction', 'eugenics']"
the best american mystery stories 2002,james ellroy/otto penzler/john biguenet/michael connelly/thomas h. cook/sean doolittle/brendan dubois/david edgerley gates/joe gores/james grady/clark howard/stuart m. kaminsky/joe r. lansdale/michael malone/annette meyers/joyce carol oates/robert b. parker/f.x. toole/daniel waterman/scott wolven/fred melton,3.58,9780618258079,eng,1,0,0,10/15/2002,Mariner Books,['collections']
the black dahlia (l.a. quartet  #1),james ellroy,3.75,9780446698870,eng,348,70771,1815,8/16/2006,Mysterious Press,"['crime', 'noir', 'fiction', 'police', 'thriller']"
the black dahlia files: the mob  the mogul  and the murder that transfixed los angeles,donald h. wolfe,3.84,9780060582500,en-US,448,635,57,9/5/2006,Harper Paperbacks,[]
corroborating evidence: the black dahlia murder,william t. rasmussen,3.39,9780865344921,eng,234,12,1,10/30/2005,Sunstone Press,['history']
childhood shadows: the hidden story of the black dahlia murder,mary  pacios,3.5,9781585004843,eng,292,50,4,12/19/1999,Authorhouse,[]
triptych (will trent  #1),karin slaughter,4.13,9780385339469,eng,393,42325,2011,8/15/2006,Delacorte Press,"['fiction', 'mystery', 'suspense']"
blindsighted (grant county  #1),karin slaughter,4.09,9780380820887,eng,418,53996,2171,10/1/2002,HarperTorch,"['police', 'fiction']"
kisscut (grant county  #2),karin slaughter,4.09,9780060534042,eng,436,25675,1096,9/30/2003,HarperTorch,"['police', 'fiction', 'thriller']"
beyond reach (grant county  #6),karin slaughter,4.19,9780385339476,eng,404,19136,979,7/31/2007,Delacorte Press,['fiction']
a faint cold fear (grant county  #3),karin slaughter,4.08,9780060534059,eng,422,25119,900,7/27/2004,Harper,"['police', 'fiction', 'suspense']"
faithless (grant county  #5),karin slaughter,4.12,9780440242918,en-US,549,21130,708,7/25/2006,Dell Publishing Company,"['fiction', 'police', 'science fiction', 'literature', 'suspense']"
like a charm,karin slaughter/peter robinson/john connolly/denise mina/mark billingham,3.48,9780060583316,en-US,384,22,4,5/26/2015,William Morrow Paperbacks,"['fiction', 'mystery', 'short stories']"
like a charm,karin slaughter/denise mina/john harvey/kelley armstrong/john connolly/emma donoghue/jane haddam/laura lippman/peter robinson/fidelis morgan/peter moore smith/lynda la plante/jerrilyn farmer/lee child/mark billingham,3.48,9780099462255,eng,384,1322,88,6/3/2004,Arrow,"['fiction', 'mystery', 'short stories']"
the enemy (jack reacher  #8),lee child/dick hill,4.16,9781593553944,eng,14,178,35,5/11/2004,Brilliance Audio,"['fiction', 'thriller', 'united states']"
the visitor (jack reacher  #4),lee child/hayward morse/garrick hagon,4.09,9781860428784,eng,15,4,0,10/1/2004,Soundings,"['thriller', 'fiction']"
tripwire (jack reacher  #3),lee child/dick hill,4.09,9781567408348,eng,3,16,3,7/8/1999,Nova Audio Books,[]
killing floor (jack reacher  #1),lee child/dick hill,4.05,9781593555580,en-US,3,124,27,4/10/2004,Brilliance Audio,"['fiction', 'mystery', 'thriller']"
without fail (jack reacher  #6),lee child/dick hill,4.15,9781590860625,eng,14,64395,1617,5/17/2002,Brilliance Audio,"['fiction', 'thriller']"
one shot (jack reacher  #9),lee child/dick hill,4.21,9781593555191,eng,12,138,26,6/14/2005,Brilliance Audio,"['fiction', 'science fiction', 'thriller']"
bad luck and trouble (jack reacher  #11),lee child,4.18,9780739340677,eng,13,53,15,5/15/2007,Random House Audio,[]
the enemy (jack reacher  #8),lee child,4.16,9781423319610,en-US,6,10,3,4/28/2007,Brilliance Audio,"['fiction', 'thriller', 'united states']"
the visitor (jack reacher  #4),lee child/hayward morse,4.09,9781860429163,eng,14,7,1,5/1/2002,Soundings,[]
echo burning (jack reacher  #5),lee child,4.01,9781423319528,eng,5,40,14,2/28/2007,Brilliance Audio,"['fiction', 'thriller']"
blood on the moon: the assassination of abraham lincoln,edward steers jr.,4.13,9780813191515,eng,360,497,58,10/1/2005,University Press of Kentucky,[]
the blood of the moon: understanding the historic struggle between islam and western civilization,george grant,3.69,9780785265436,eng,224,70,8,12/16/2001,Thomas Nelson,[]
blood on the moon (lloyd hopkins  #1),james ellroy,3.44,9781400095285,eng,272,1612,100,5/10/2005,Vintage,"['police', 'fiction']"
blood moon over bengal,morag mckendrick pippin,3.47,9780843954524,eng,337,20,6,10/1/2004,Leisure Books,['fiction']
blood moon over britain,morag mckendrick pippin,3.44,9780843955828,eng,323,17,4,12/1/2005,Leisure Books,['fiction']
the silent gondoliers,william goldman,3.81,9780345442635,eng,128,1339,136,1/2/2001,Del Rey,['fiction']
heat,william goldman,3.37,9780446300001,eng,244,242,17,9/1/1986,Warner Books (NY),[]
tinsel,william goldman,3.19,9780440187356,eng,399,258,14,6/15/1980,Dell,['fiction']
the princess bride,william goldman,4.26,9780345418265,eng,456,703676,13878,7/15/2003,Ballantine Books,"['fiction', 'princesses', 'fantasy', 'pirates']"
hype and glory,william goldman/p. gethers,3.67,9780679734789,eng,306,129,14,3/13/1991,Villard,['travel']
la princesa prometida,william goldman,4.26,9788427030978,spa,480,39,7,6/14/2005,Planeta Publishing,[]
boys and girls together,william goldman,3.67,9780345439734,eng,768,753,59,7/31/2001,Ballantine Books,['fiction']
wait till next year: the story of a season when what should've happened didn't  and what could've gone wrong did,william goldman/mike lupica,3.94,9780553053197,en-US,363,90,11,11/1/1988,Bantam,['sports']
the princess bride: s. morgenstern's classic tale of true love and high adventure,william goldman,4.26,9780151730858,eng,283,460,73,9/1/1973,Harcourt  Brace  Jovanovich,[]
creepers,david morrell,3.66,9781593153571,en-CA,388,4513,515,9/26/2005,CDS Books,"['fiction', 'architecture', 'suspense', 'thriller']"
the totem,david morrell,3.58,9780446691901,eng,448,1152,76,4/1/2003,Grand Central Publishing,[]
the league of night and fog (mortalis  #3),david morrell,4.1,9780446691925,eng,448,2564,64,4/1/2003,Grand Central Publishing,['fiction']
scavenger (frank balenger  #2),david morrell,3.6,9781593154417,eng,368,1760,190,3/13/2007,Vanguard Press,"['fiction', 'time travel']"
the fraternity of the stone (mortalis  #2),david morrell,4.16,9780747238911,eng,448,2646,68,7/16/1992,Headline,['fiction']
the brotherhood of the rose (mortalis  #1),david morrell,4.14,9780747238904,eng,416,5422,163,7/16/1992,Headline Book Publishing,[]
the protector (cavanaugh #1),david morrell,3.94,9780446530682,eng,401,2222,80,5/19/2003,Warner Books (NY),['fiction']
assumed identity,david morrell,3.78,9780446600705,eng,512,1118,46,9/1/1994,Vision,"['fiction', 'thriller']"
double image,david morrell,3.55,9782253172284,fre,510,3,1,4/10/2002,Le Livre de Poche,['fiction']
la cinquième profession,david morrell,3.99,9782253060703,fre,539,9,2,6/1/1992,Le Livre de Poche,[]
the last kingdom (the saxon stories  #1),bernard cornwell/jamie glover,4.25,9780061126574,eng,6,16,1,7/25/2006,HarperAudio,"['fiction', 'history', 'historical fiction']"
the last kingdom (the saxon stories  #1),bernard cornwell/tom sellwood,4.25,9780792734758,en-GB,13,48,19,2/1/2005,Audiogo,[]
time to hunt (bob lee swagger  #3),stephen hunter/beau bridges,4.26,9780553455809,eng,0,11,1,5/18/1998,Random House Audio,[]
black light (bob lee swagger  #2),stephen hunter/beau bridges,4.13,9780553477481,en-US,4,17,0,5/1/1996,Random House Audio Publishing Group,['fiction']
the day before midnight,stephen hunter/philip bosco,4.01,9780553452112,eng,0,1,0,12/1/1989,Random House Audio,[]
hot springs (earl swagger  #1),stephen hunter/jay o. sanders,4.13,9780743500265,eng,0,3,0,6/1/2000,Simon & Schuster Audio,[]
point of impact (bob lee swagger  #1),stephen hunter/beau bridges,4.27,9780739344248,eng,0,15,1,1/9/2007,RH Audio,['fiction']
dirty white boys,stephen hunter/will patten,4.05,9781570421921,eng,0,1,1,5/1/2006,Hachette Audio,['fiction']
bevor es nacht wird. ein leben in havanna,reinaldo arenas,4.17,9783423129862,ger,400,16,2,7/1/2002,dtv,[]
the book of the dead  (pendergast  #7; diogenes  #3),douglas preston/lincoln child/scott brick,4.13,9781594832284,eng,0,112,16,5/30/2006,Grand Central Publishing,"['fiction', 'thriller']"
relic (pendergast #1),douglas preston/lincoln child,4.02,9781423330417,eng,473,152,41,2/25/2007,Brilliance Audio,['fiction']
the wheel of darkness (pendergast  #8),douglas preston/lincoln child,3.93,9781594839412,en-US,0,41,9,8/28/2007,Grand Central Publishing,"['suspense', 'fiction', 'thriller']"
tyrannosaur canyon,douglas preston/scott sowers,3.8,9781593977795,eng,12,79,18,8/23/2005,MacMillan Audio,[]
waterworks,e.l. doctorow/sam waterston,3.44,9780679433729,eng,0,16,2,5/31/1994,Random House Audio,"['19th century', 'fiction', 'history', 'historical fiction']"
the devil in the white city: murder  magic  and madness at the fair that changed america,erik larson/tony goldwyn,3.99,9780739303405,eng,447,421575,23793,2/11/2003,Random House Audio Publishing Group,"['nonfiction', 'biography', 'history', 'urban', '20th century', '19th century']"
king icahn,mark      stevens/carol bloom stevens,3.97,9780525936138,eng,336,35,1,6/1/1993,Dutton Books,"['biography', 'history']"
the sicilian,mario puzo,3.97,9780345441706,eng,416,16557,502,5/1/2001,Ballantine Books,['fiction']
the dark arena,mario puzo,3.35,9780345441690,eng,288,1554,54,5/1/2001,Ballantine Books,"['fiction', 'history']"
omerta,mario puzo,3.71,9780345432407,eng,369,12374,330,5/1/2001,Ballantine Books,['fiction']
fools die,mario puzo,3.72,9780451160195,eng,544,5197,215,10/1/1979,Signet,"['fiction', 'prostitution']"
the godfather,mario puzo/peter bart/robert thompson,4.37,9780451217400,eng,448,180,17,10/4/2005,New American Library,"['fiction', 'drama', 'romance', 'crime']"
the fortunate pilgrim,mario puzo,3.83,9780345476722,eng,304,3232,222,9/28/2004,Ballantine Books,"['fiction', 'nonfiction']"
on the road to perdition — oasis  sanctuary  and detour — (road to perdition  #2),max allan collins/josé luis garcía-lópez/steve lieber/josef rubinstein/rob leigh/bob lappan,3.66,9781401203573,eng,294,168,14,12/1/2004,DC Comics,[]
oasis (on the road to perdition  #1),max allan collins/steve lieber/josef rubinstein/rob leigh/josé luis garcía-lópez/bob lappan,3.55,9781401200688,eng,96,76,5,5/1/2003,DC Comics,[]
double dealer (csi: crime scene investigation  #1),max allan collins/mike flaherty,3.67,9780743444040,en-US,320,1029,53,4/1/2003,Pocket Books,['fiction']
the london blitz murders (disaster series  #5),max allan collins,3.72,9780425198056,eng,272,209,35,5/4/2004,Berkley,"['fiction', 'history']"
the last quarry (quarry #7),max allan collins,3.93,9780843955934,eng,201,673,68,8/1/2006,Hard Crime Case,['fiction']
snake eyes (csi: crime scene investigation  #8),max allan collins,3.77,9780743496650,en-US,288,457,18,9/1/2006,Pocket Star,[]
a killing in comics (jack & maggie starr  #1),max allan collins/terry beatty,3.65,9780425213650,eng,272,151,29,5/1/2007,Berkley Trade,['fiction']
the war of the worlds murder (disaster series  #6),max allan collins,3.71,9780425204016,eng,256,196,38,7/5/2005,Berkley,['fiction']
from a buick 8,stephen king,3.45,9780743211376,eng,356,53587,1330,9/24/2002,Scribner,"['police', 'fiction', 'suspense', 'horror', 'thriller']"
the michael crichton collection: jurassic park / the lost world / the andromeda strain,michael crichton/chris noth/anthony heald,4.29,9780375415807,eng,0,107,3,6/9/2000,Random House Audio,[]
jurassic park,michael crichton,4.02,9780345418951,en-US,400,27,5,6/23/1997,Ballantine Books,"['science fiction', 'dinosaurs', 'fiction']"
binary,john lange,3.53,9780394479873,eng,213,94,10,12/31/1972,Alfred A. Knopf,['fiction']
un train d'or pour la crimée,michael crichton,3.86,9782266070072,fre,342,16,3,1/13/1999,Pocket,"['historical fiction', 'fiction', 'history', 'crime']"
the voices of morebath: reformation and rebellion in an english village,eamon duffy,3.69,9780300098259,eng,232,361,39,8/11/2003,Yale University Press,[]
imperial life in the emerald city: inside iraq's green zone,rajiv chandrasekaran,4.02,9781400044870,eng,320,4545,477,9/19/2006,Knopf,"['nonfiction', 'history']"
betrayal of trust: the collapse of global public health,laurie garrett/steven m. wolinsky,4.12,9780786884407,eng,768,1126,50,8/15/2001,Hachette Books,[]
crash proof: how to profit from the coming economic collapse,peter d. schiff/john downes,3.78,9780470043608,eng,272,1086,89,2/1/2007,John Wiley & Sons,[]
